date,McTavish,Bellevue,Assomption,Trudeau,StHubert
2017-07-24,173,261,200,152,131
2017-07-25,53,13,40,15,19
2017-07-26,0,0,0,0,0
2017-07-27,0,15,0,0,0
2017-07-28,0,0,0,0,0
2017-07-29,0,0,0,0,0
2017-07-30,0,0,0,0,0
2017-07-31,101,0,330,366,8
2017-08-01,3,0,0,0,0
2017-08-02,40,0,50,0,84
2017-08-03,2,0,0,0,0
2017-08-04,148,138,10,306,228
2017-08-05,148,50,60,121,98
2017-08-06,0,0,0,0,0
2017-08-07,0,0,0,4,0
2017-08-08,0,0,0,2,0
2017-08-09,0,0,0,0,0
2017-08-10,0,0,0,0,0
2017-08-11,0,17,0,0,0
2017-08-12,110,110,170,55,63
2017-08-13,15,7,10,6,10
2017-08-14,0,0,0,0,0
2017-08-15,59,101,30,69,68
2017-08-16,0,0,0,0,0
2017-08-17,0,0,0,0,0
2017-08-18,189,182,140,180,157
2017-08-19,0,0,11,0,0
2017-08-20,0,0,0,0,0
2017-08-21,0,0,0,0,0
2017-08-22,145,135,260,87,175
2017-08-23,0,0,0,0,0
2017-08-24,0,0,0,0,2
2017-08-25,0,0,0,0,0
2017-08-26,0,0,0,0,0
2017-08-27,0,0,0,0,0
2017-08-28,0,0,0,0,0
2017-08-29,2,0,0,0,0
2017-08-30,0,0,0,0,0
2017-08-31,2,0,10,5,20
2017-09-01,0,0,0,0,0
2017-09-02,0,0,0,0,0
2017-09-03,275,196,280,236,244
2017-09-04,16,22,30,15,19
2017-09-05,11,20,60,6,10
2017-09-06,0,0,0,0,2
2017-09-07,108,86,70,167,150
2017-09-08,0,0,0,3,0
2017-09-09,38,15,0,3,5
2017-09-10,0,0,0,0,0
2017-09-11,0,0,0,0,0
2017-09-12,0,0,0,0,0
2017-09-13,13,0,0,0,0
2017-09-14,41,0,0,0,0
2017-09-15,13,0,0,0,0
2017-09-16,0,0,0,2,0
2017-09-17,0,0,0,0,0
2017-09-18,0,0,0,0,0
2017-09-19,0,0,0,0,0
2017-09-20,0,0,0,0,6
2017-09-21,0,0,0,0,0
2017-09-22,0,0,0,0,0
2017-09-23,0,0,0,0,0
2017-09-24,0,0,0,0,0
2017-09-25,0,0,0,0,0
2017-09-26,0,0,0,0,0
2017-09-27,50,36,60,50,20
2017-09-28,0,0,0,0,0
2017-09-29,0,0,0,0,0
2017-09-30,0,0,0,0,0
2017-10-01,0,0,0,0,0
2017-10-02,0,0,0,0,0
2017-10-03,0,0,0,3,0
2017-10-04,74,67,100,47,69
2017-10-05,0,11,0,0,2
2017-10-06,0,0,0,0,0
2017-10-07,30,35,30,31,38
2017-10-08,69,70,191,54,130
2017-10-09,324,298,170,279,326
2017-10-10,0,0,0,0,0
2017-10-11,0,0,0,0,0
2017-10-12,0,0,0,0,0
2017-10-13,0,0,0,0,0
2017-10-14,0,0,0,0,4
2017-10-15,133,87,160,93,114
2017-10-16,0,2,0,0,0
2017-10-17,0,0,0,0,0
2017-10-18,0,0,2,0,0
2017-10-19,0,0,0,2,0
2017-10-20,0,0,0,0,0
2017-10-21,0,0,0,0,0
2017-10-22,0,0,0,0,0
2017-10-23,0,0,0,0,0
2017-10-24,295,240,272,298,139
2017-10-25,2,0,10,0,2
2017-10-26,36,16,30,24,64
2017-10-27,6,0,0,0,2
2017-10-28,0,0,0,0,0
2017-10-29,184,271,280,223,198
2017-10-30,44,50,110,31,50
2017-10-31,0,0,0,0,8
2018-05-01,4,3,11,9,4
2018-05-02,0,0,33,0,0
2018-05-03,176,91,101,125,136
2018-05-04,94,39,30,46,49
2018-05-05,0,0,21,0,0
2018-05-06,0,0,7,0,0
2018-05-07,0,0,0,0,0
2018-05-08,2,0,0,0,0
2018-05-09,0,0,11,0,0
2018-05-10,0,0,36,0,4
2018-05-11,0,0,0,0,0
2018-05-12,0,0,6,0,0
2018-05-13,0,0,8,0,0
2018-05-14,0,0,2,0,0
2018-05-15,8,10,10,3,13
2018-05-16,0,0,0,0,0
2018-05-17,0,0,0,41,0
2018-05-18,0,0,8,12,0
2018-05-19,76,42,77,57,92
2018-05-20,88,91,100,91,83
2018-05-21,0,0,12,0,0
2018-05-22,20,20,5,21,61
2018-05-23,0,0,8,0,0
2018-05-24,0,0,8,0,8
2018-05-25,0,0,0,0,0
2018-05-26,57,154,45,80,45
2018-05-27,10,0,32,2,52
2018-05-28,6,0,36,12,63
2018-05-29,0,0,4,0,2
2018-05-30,0,0,7,0,0
2018-05-31,0,0,0,0,0
2018-06-01,8,0,31,0,5
2018-06-02,0,0,0,0,0
2018-06-03,0,21,0,0,0
2018-06-04,289,339,219,258,263
2018-06-05,21,8,14,0,10
2018-06-06,0,4,0,0,0
2018-06-07,0,0,0,0,0
2018-06-08,0,0,5,0,124
2018-06-09,0,0,6,0,0
2018-06-10,0,0,2,0,0
2018-06-11,0,0,11,3,0
2018-06-12,0,0,5,0,0
2018-06-13,39,34,101,33,34
2018-06-14,116,82,57,100,36
2018-06-15,2,0,2,0,0
2018-06-16,0,0,11,0,0
2018-06-17,0,0,2,0,0
2018-06-18,279,93,321,211,407
2018-06-19,0,0,4,0,0
2018-06-20,0,8,7,0,8
2018-06-21,0,0,14,0,0
2018-06-22,0,0,9,0,0
2018-06-23,7,25,81,22,15
2018-06-24,76,47,75,56,119
2018-06-25,0,0,4,0,0
2018-06-26,0,0,9,0,0
2018-06-27,7,8,9,4,14
2018-06-28,15,7,13,8,7
2018-06-29,0,0,3,0,0
2018-06-30,0,33,10,58,0
2018-07-01,0,0,10,0,0
2018-07-02,0,0,16,0,0
2018-07-03,0,0,2,0,0
2018-07-04,5,0,8,0,0
2018-07-05,0,0,6,0,0
2018-07-06,32,0,49,0,25
2018-07-07,0,0,5,0,0
2018-07-08,0,0,0,0,0
2018-07-09,0,0,0,0,0
2018-07-10,2,0,25,0,15
2018-07-11,0,0,8,0,0
2018-07-12,0,0,10,0,0
2018-07-13,0,0,7,0,0
2018-07-14,0,0,24,0,4
2018-07-15,0,0,7,0,0
2018-07-16,0,0,9,0,0
2018-07-17,287,256,193,320,141
2018-07-18,0,0,5,0,0
2018-07-19,0,0,8,0,0
2018-07-20,0,0,13,0,0
2018-07-21,0,0,2,0,0
2018-07-22,47,57,59,34,20
2018-07-23,0,0,0,0,0
2018-07-24,17,0,6,0,14
2018-07-25,387,159,430,287,255
2018-07-26,9,5,80,266,18
2018-07-27,5,1,3,0,0
2018-07-28,37,120,19,14,43
2018-07-29,0,0,9,0,0
2018-07-30,0,0,14,0,0
2018-07-31,0,0,9,0,0
2018-08-01,73,0,6,34,63
2018-08-02,3,0,7,3,20
2018-08-03,0,0,6,0,0
2018-08-04,4,120,18,17,5
2018-08-05,0,0,14,0,0
2018-08-06,12,183,0,90,9
2018-08-07,5,11,22,9,5
2018-08-08,30,37,41,35,75
2018-08-09,40,111,77,51,24
2018-08-10,0,0,4,0,0
2018-08-11,0,0,16,0,0
2018-08-12,9,0,21,0,0
2018-08-13,0,0,11,0,0
2018-08-14,41,0,12,75,0
2018-08-15,12,0,10,6,0
2018-08-16,0,0,7,0,0
2018-08-17,41,17,63,27,48
2018-08-18,0,0,6,0,0
2018-08-19,0,0,13,0,0
2018-08-20,2,0,16,0,0
2018-08-21,0,47,19,2,2
2018-08-22,26,18,11,4,20
2018-08-23,0,17,4,2,0
2018-08-24,0,7,4,0,0
2018-08-25,0,0,12,0,0
2018-08-26,84,22,0,158,89
2018-08-27,0,0,15,2,2
2018-08-28,146,2,223,89,87
2018-08-29,8,21,37,15,10
2018-08-30,0,0,11,2,0
2018-08-31,0,0,8,0,0
2018-09-01,4,0,2,0,0
2018-09-02,89,90,502,96,290
2018-09-03,59,81,204,39,122
2018-09-04,0,0,9,2,0
2018-09-05,5,0,48,10,10
2018-09-06,0,0,9,0,0
2018-09-07,0,0,213,0,0
2018-09-08,0,0,0,0,0
2018-09-09,0,0,0,0,0
2018-09-10,81,141,56,113,92
2018-09-11,170,72,95,128,139
2018-09-12,0,0,0,0,0
2018-09-13,0,0,0,0,0
2018-09-14,0,0,0,0,2
2018-09-15,0,0,0,0,0
2018-09-16,2,0,0,0,0
2018-09-17,0,0,0,0,0
2018-09-18,0,0,0,2,0
2018-09-19,0,0,0,2,0
2018-09-20,0,0,0,0,0
2018-09-21,363,361,363,329,293
2018-09-22,2,0,0,4,0
2018-09-23,0,0,0,0,0
2018-09-24,0,0,0,2,0
2018-09-25,75,50,86,39,72
2018-09-26,85,74,62,40,43
2018-09-27,2,0,0,2,0
2018-09-28,0,14,0,3,2
2018-09-29,12,14,10,13,2
2018-09-30,2,11,0,4,2
2018-10-01,8,9,0,11,7
2018-10-02,104,83,53,76,99
2018-10-03,0,0,0,0,0
2018-10-04,15,23,42,20,17
2018-10-05,4,0,0,0,0
2018-10-06,0,0,0,0,0
2018-10-07,0,2,0,0,4
2018-10-08,148,92,33,123,161
2018-10-09,56,46,5,57,66
2018-10-10,120,42,59,45,86
2018-10-11,81,53,72,71,102
2018-10-12,3,0,2,0,0
2018-10-13,0,0,0,0,0
2018-10-14,3,0,0,2,0
2018-10-15,59,49,51,43,41
2018-10-16,0,0,0,20,0
2018-10-17,0,0,0,16,2
2018-10-18,0,0,14,20,0
2018-10-19,0,3,9,2,0
2018-10-20,0,10,4,5,10
2018-10-21,0,0,0,0,0
2018-10-22,0,0,0,0,0
2018-10-23,0,0,0,6,2
2018-10-24,18,3,12,10,32
2018-10-25,0,0,0,0,0
2018-10-26,0,0,0,1,0
2018-10-27,101,66,71,81,101
2018-10-28,88,75,95,58,60
2018-10-29,13,14,20,13,17
2018-10-30,0,0,0,0,0
2018-10-31,85,95,78,80,75
2019-05-01,79,52,58,47,68
2019-05-02,26,19,15,13,17
2019-05-03,34,27,34,31,44
2019-05-04,2,0,0,2,0
2019-05-05,0,0,0,0,0
2019-05-06,0,0,0,0,0
2019-05-07,3,0,0,0,0
2019-05-08,0,0,0,0,0
2019-05-09,89,67,77,86,67
2019-05-10,385,265,286,285,316
2019-05-11,2,0,0,0,0
2019-05-12,0,0,0,0,0
2019-05-13,18,22,0,9,5
2019-05-14,95,130,62,104,84
2019-05-15,2,0,0,0,0
2019-05-16,0,0,0,0,0
2019-05-17,5,11,0,3,5
2019-05-18,0,0,0,2,0
2019-05-19,65,56,37,57,62
2019-05-20,46,5,49,53,50
2019-05-21,0,0,3,2,0
2019-05-22,0,33,0,2,0
2019-05-23,177,225,351,159,213
2019-05-24,13,58,22,15,14
2019-05-25,0,48,7,4,6
2019-05-26,3,52,21,5,7
2019-05-27,0,46,0,0,0
2019-05-28,3,54,0,15,16
2019-05-29,0,49,0,2,8
2019-05-30,7,55,13,14,10
2019-05-31,2,48,0,5,5
2019-06-01,0,46,0,0,0
2019-06-02,93,103,62,68,62
2019-06-03,0,46,0,0,0
2019-06-04,0,46,0,0,0
2019-06-05,0,46,0,0,0
2019-06-06,0,46,0,0,0
2019-06-07,0,46,0,0,0
2019-06-08,0,46,2,0,0
2019-06-09,0,46,0,0,0
2019-06-10,0,48,0,9,0
2019-06-11,236,208,166,235,175
2019-06-12,0,46,0,0,0
2019-06-13,17,52,0,8,8
2019-06-14,97,93,53,58,32
2019-06-15,100,106,69,53,81
2019-06-16,0,46,2,0,0
2019-06-17,0,46,0,0,0
2019-06-18,0,46,0,0,0
2019-06-19,0,46,0,0,0
2019-06-20,153,167,18,42,391
2019-06-21,0,47,0,0,2
2019-06-22,0,46,0,0,0
2019-06-23,0,46,0,0,0
2019-06-24,0,46,0,0,0
2019-06-25,153,144,94,164,85
2019-06-26,0,47,10,0,0
2019-06-27,0,47,0,3,0
2019-06-28,0,46,0,0,0
2019-06-29,31,129,64,138,186
2019-06-30,125,131,90,31,176
2019-07-01,0,46,0,0,0
2019-07-02,0,46,0,0,0
2019-07-03,0,46,0,0,0
2019-07-04,0,46,0,0,0
2019-07-05,3,70,68,27,18
2019-07-06,10,64,32,0,48
2019-07-07,0,46,0,0,0
2019-07-08,0,46,0,0,0
2019-07-09,0,46,0,0,0
2019-07-10,0,46,0,0,0
2019-07-11,377,341,386,305,404
2019-07-12,0,46,0,0,0
2019-07-13,22,66,72,0,12
2019-07-14,12,49,2,0,0
2019-07-15,0,46,0,0,0
2019-07-16,0,46,0,0,0
2019-07-17,0,72,128,0,0
2019-07-18,0,46,0,0,0
2019-07-19,13,66,41,39,10
2019-07-20,0,46,0,0,0
2019-07-21,0,82,24,0,156
2019-07-22,0,46,0,0,0
2019-07-23,0,46,0,0,0
2019-07-24,0,46,0,0,0
2019-07-25,0,47,4,0,0
2019-07-26,0,47,0,2,0
2019-07-27,0,52,5,0,28
2019-07-28,0,49,0,15,0
2019-07-29,0,46,0,0,0
2019-07-30,0,65,72,0,20
2019-07-31,0,47,2,0,2
2019-08-01,0,46,0,0,0
2019-08-02,0,46,0,0,0
2019-08-03,0,47,2,0,0
2019-08-04,0,46,0,2,0
2019-08-05,0,46,0,0,0
2019-08-06,0,46,0,0,0
2019-08-07,2,49,7,0,2
2019-08-08,55,106,5,97,143
2019-08-09,86,105,66,103,36
2019-08-10,2,54,23,4,9
2019-08-11,0,46,0,0,0
2019-08-12,20,62,25,23,7
2019-08-13,0,46,0,0,0
2019-08-14,0,46,0,0,0
2019-08-15,6,47,0,0,0
2019-08-16,19,52,2,0,9
2019-08-17,194,95,0,37,13
2019-08-18,0,46,0,0,0
2019-08-19,0,47,0,0,2
2019-08-20,0,46,0,0,0
2019-08-21,37,71,8,29,52
2019-08-22,0,46,0,0,2
2019-08-23,0,46,0,0,0
2019-08-24,0,46,0,0,0
2019-08-25,0,46,0,0,0
2019-08-26,0,57,48,2,0
2019-08-27,0,60,60,0,0
2019-08-28,158,173,173,157,134
2019-08-29,0,60,60,0,0
2019-08-30,70,119,119,107,56
2019-08-31,0,60,60,0,0
2019-09-01,0,61,61,0,2
2019-09-02,352,305,305,291,340
2019-09-03,11,70,70,25,6
2019-09-04,227,206,206,224,131
2019-09-05,0,61,61,2,0
2019-09-06,0,60,60,0,0
2019-09-07,95,155,155,99,180
2019-09-08,12,65,65,0,7
2019-09-09,0,60,60,0,0
2019-09-10,29,80,80,23,26
2019-09-11,21,80,80,37,22
2019-09-12,0,60,60,0,0
2019-09-13,0,60,60,0,0
2019-09-14,74,106,106,67,39
2019-09-15,0,60,60,0,0
2019-09-16,0,60,60,0,0
2019-09-17,0,60,60,0,0
2019-09-18,0,60,60,0,0
2019-09-19,0,60,60,0,0
2019-09-20,0,60,60,0,0
2019-09-21,4,61,61,2,0
2019-09-22,0,60,60,0,0
2019-09-23,33,92,92,48,43
2019-09-24,0,62,62,5,0
2019-09-25,18,65,65,2,0
2019-09-26,112,143,143,72,144
2019-09-27,0,62,62,2,2
2019-09-28,55,100,100,61,39
2019-09-29,2,61,61,4,0
2019-09-30,0,62,62,0,5
2019-10-01,542,497,497,548,658
2019-10-02,2,61,61,2,0
2019-10-03,26,79,79,30,17
2019-10-04,28,77,77,25,22
2019-10-05,0,61,61,2,0
2019-10-06,0,61,61,0,2
2019-10-07,106,140,140,95,118
2019-10-08,3,61,61,2,0
2019-10-09,0,60,60,0,0
2019-10-10,0,60,60,0,0
2019-10-11,0,60,60,0,0
2019-10-12,2,65,65,2,14
2019-10-13,3,62,62,4,0
2019-10-14,0,60,60,0,0
2019-10-15,0,61,61,2,0
2019-10-16,52,96,96,59,35
2019-10-17,688,569,569,656,696
2019-10-18,2,63,63,9,2
2019-10-19,0,60,60,0,0
2019-10-20,0,60,60,0,0
2019-10-21,0,60,60,0,0
2019-10-22,104,141,141,129,92
2019-10-23,152,164,164,114,149
2019-10-24,0,60,60,0,0
2019-10-25,0,60,60,0,0
2019-10-26,0,60,60,0,0
2019-10-27,442,344,344,352,341
2019-10-28,7,64,64,2,6
2019-10-29,0,60,60,0,2
2019-10-30,276,276,276,276,276
2019-10-31,276,276,276,276,276
