date,McTavish,Bellevue,Assomption,Trudeau,StHubert
2017-08-15,59,101,30,69,68
2017-08-16,0,0,0,0,0
2017-08-17,0,0,0,0,0
2017-08-18,189,182,140,180,157
2017-08-19,0,0,11,0,0
2017-08-20,0,0,0,0,0
2017-08-21,0,0,0,0,0
2017-08-22,145,135,260,87,175
2017-08-23,0,0,0,0,0
2017-08-24,0,0,0,0,
2017-08-25,0,0,0,0,0
2017-08-26,0,0,0,0,0
2017-08-27,0,0,0,0,0
2017-08-28,0,0,0,0,0
2017-08-29,2,0,0,0,0
2017-08-30,0,0,0,0,0
2017-08-31,2,0,10,5,20
2017-09-01,0,0,0,0,0
2017-09-02,0,0,0,0,0
2017-09-03,275,196,280,236,244
2017-09-04,16,22,30,15,19
2017-09-05,11,20,60,6,10
2017-09-06,0,0,0,0,2
2017-09-07,108,86,70,167,150
2017-09-08,0,0,0,3,0
2017-09-09,38,15,0,3,5
2017-09-10,0,0,0,0,0
2017-09-11,0,0,0,0,0
2017-09-12,0,0,0,0,0
2017-09-13,,0,0,0,0
2017-09-14,,0,0,0,0
2017-09-15,,0,0,0,0
2017-09-16,0,0,0,2,0
2017-09-17,0,0,0,0,0
2017-09-18,0,0,0,0,0
2017-09-19,0,0,0,0,0
2017-09-20,0,0,0,0,
2017-09-21,0,0,0,0,0
2017-09-22,0,0,0,0,0
2017-09-23,0,0,0,0,0
2017-09-24,0,0,0,0,0
2017-09-25,0,0,0,0,0
2017-09-26,0,0,0,0,0
2017-09-27,50,36,60,50,20
2017-09-28,0,0,0,0,0
2017-09-29,0,0,0,0,0
2017-09-30,0,0,0,0,0
2017-10-01,0,0,0,0,0
2017-10-02,0,0,0,0,0
2017-10-03,0,0,0,,0
2017-10-04,74,67,100,47,69
2017-10-05,0,,0,0,2
2017-10-06,0,0,0,0,0
2017-10-07,30,35,30,31,38
2017-10-08,69,70,191,54,130
2017-10-09,324,298,170,279,326
2017-10-10,0,0,0,0,0
2017-10-11,0,0,0,0,0
2017-10-12,0,0,0,0,0
2017-10-13,0,0,0,0,0
2017-10-14,0,0,0,0,4
2017-10-15,133,87,160,93,114
2017-10-16,0,,0,0,0
2017-10-17,0,0,0,0,0
2017-10-18,0,0,,0,0
2017-10-19,0,0,0,,0
2017-10-20,0,0,0,0,0
2017-10-21,0,0,0,0,0
2017-10-22,0,0,0,0,0
2017-10-23,0,0,0,0,0
2017-10-24,295,240,272,298,139
2017-10-25,2,0,10,0,2
2017-10-26,36,16,30,24,64
2017-10-27,,0,0,0,2
2017-10-28,0,0,0,0,0
2017-10-29,184,271,280,223,
2017-10-30,44,50,110,31,
2017-10-31,0,0,0,0,8
2018-05-01,4,3,11,,4
2018-05-02,0,0,33,0,0
2018-05-03,176,91,,125,136
2018-05-04,94,39,30,46,49
2018-05-05,0,0,21,0,0
2018-05-06,0,0,7,0,0
2018-05-07,0,0,0,0,0
2018-05-08,,0,0,0,0
2018-05-09,0,0,,0,0
2018-05-10,0,0,36,0,4
2018-05-11,0,0,0,0,0
2018-05-12,0,0,6,0,0
2018-05-13,0,0,8,0,0
2018-05-14,0,0,2,0,0
2018-05-15,8,10,10,3,13
2018-05-16,0,0,0,0,0
2018-05-17,0,0,0,,0
2018-05-18,0,0,8,,0
2018-05-19,76,42,77,57,92
2018-05-20,88,91,100,91,83
2018-05-21,0,0,12,0,0
2018-05-22,20,20,5,21,61
2018-05-23,0,0,8,0,0
2018-05-24,0,0,8,0,
2018-05-25,0,0,0,0,0
2018-05-26,57,154,45,80,45
2018-05-27,10,0,32,2,52
2018-05-28,6,0,36,12,63
2018-05-29,0,0,4,0,2
2018-05-30,0,0,7,0,0
2018-05-31,0,0,0,0,0
2018-06-01,8,0,31,0,5
2018-06-02,0,0,0,0,0
2018-06-03,0,21,0,0,0
2018-06-04,289,339,219,258,263
2018-06-05,21,8,14,0,10
2018-06-06,0,4,0,0,0
2018-06-07,0,0,0,0,0
2018-06-08,0,0,5,0,124
2018-06-09,0,0,6,0,0
2018-06-10,0,0,2,0,0
2018-06-11,0,,11,,0
2018-06-12,0,0,5,0,0
2018-06-13,39,34,101,33,34
2018-06-14,116,82,57,100,36
2018-06-15,2,0,2,0,0
2018-06-16,0,0,11,0,0
2018-06-17,0,0,2,0,0
2018-06-18,279,93,321,211,407
2018-06-19,0,0,4,0,0
2018-06-20,0,8,7,0,8
2018-06-21,0,0,14,0,0
2018-06-22,0,0,9,0,0
2018-06-23,7,25,81,22,15
2018-06-24,76,47,75,56,119
2018-06-25,0,0,4,0,0
2018-06-26,0,0,9,0,0
2018-06-27,7,8,9,4,14
2018-06-28,15,7,13,8,7
2018-06-29,0,0,3,0,0
2018-06-30,0,33,10,58,0
2018-07-01,0,0,10,0,0
2018-07-02,0,0,16,0,0
2018-07-03,0,0,2,0,0
2018-07-04,,0,8,0,0
2018-07-05,0,0,6,0,0
2018-07-06,32,0,49,0,25
2018-07-07,0,0,5,0,
2018-07-08,0,0,0,0,0
2018-07-09,0,0,0,0,0
2018-07-10,2,0,25,0,15
2018-07-11,0,0,8,0,0
2018-07-12,0,0,10,0,0
2018-07-13,0,0,7,0,0
2018-07-14,0,0,24,0,4
2018-07-15,0,0,7,0,0
2018-07-16,0,0,9,0,0
2018-07-17,287,256,193,320,141
2018-07-18,0,0,5,0,0
2018-07-19,0,0,8,0,0
2018-07-20,0,0,13,0,0
2018-07-21,0,0,2,0,0
2018-07-22,47,57,59,34,20
2018-07-23,0,0,0,0,0
2018-07-24,,0,6,0,14
2018-07-25,387,159,430,287,255
2018-07-26,9,5,80,266,18
2018-07-27,,,3,0,0
2018-07-28,37,120,19,14,43
2018-07-29,0,0,9,0,0
2018-07-30,0,0,14,0,0
2018-07-31,0,0,9,0,0
2018-08-01,73,0,6,34,63
2018-08-02,3,0,7,3,20
2018-08-03,0,0,6,0,0
2018-08-04,4,120,18,17,5
2018-08-05,0,0,14,0,0
2018-08-06,12,183,0,90,9
2018-08-07,5,11,22,9,5
2018-08-08,30,37,41,35,75
2018-08-09,40,111,77,,24
2018-08-10,0,0,4,0,0
2018-08-11,0,0,16,0,0
2018-08-12,9,0,21,0,0
2018-08-13,0,0,11,0,0
2018-08-14,41,0,12,75,0
2018-08-15,12,0,10,6,0
2018-08-16,0,0,7,0,0
2018-08-17,41,17,63,27,48
2018-08-18,0,0,6,0,0
2018-08-19,0,0,13,0,0
2018-08-20,2,0,16,0,0
2018-08-21,0,,19,2,2
2018-08-22,26,,11,4,20
2018-08-23,0,,4,2,0
2018-08-24,0,,4,0,0
2018-08-25,0,0,12,0,0
2018-08-26,84,22,0,158,89
2018-08-27,0,0,15,2,2
2018-08-28,146,2,223,89,87
2018-08-29,8,21,37,15,10
2018-08-30,0,0,11,2,0
2018-08-31,0,0,8,0,0
2018-09-01,4,0,2,0,0
2018-09-02,89,90,502,96,290
2018-09-03,59,81,204,39,122
2018-09-04,0,0,,2,0
2018-09-05,5,0,48,10,10
2018-09-06,0,0,9,0,0
2018-09-07,0,0,213,0,0
2018-09-08,0,0,0,0,0
2018-09-09,0,0,0,0,0
2018-09-10,81,141,56,113,92
2018-09-11,170,72,95,128,139
2018-09-12,0,0,0,0,0
2018-09-13,0,0,0,0,0
2018-09-14,0,0,0,0,2
2018-09-15,0,0,0,0,0
2018-09-16,2,0,0,0,0
2018-09-17,0,0,0,0,0
2018-09-18,0,0,0,2,0
2018-09-19,0,0,0,2,0
2018-09-20,0,0,0,0,0
2018-09-21,363,361,363,329,293
2018-09-22,2,0,0,4,0
2018-09-23,0,0,0,0,0
2018-09-24,0,0,0,2,0
2018-09-25,75,50,86,39,72
2018-09-26,85,74,62,40,43
2018-09-27,2,0,0,2,0
2018-09-28,0,14,0,3,2
2018-09-29,12,14,10,13,2
2018-09-30,2,11,0,4,2
2018-10-01,8,9,0,11,7
2018-10-02,104,83,53,76,99
2018-10-03,0,0,0,0,0
2018-10-04,15,23,42,20,17
2018-10-05,4,0,0,0,0
2018-10-06,0,0,0,0,0
2018-10-07,0,2,0,0,4
2018-10-08,148,92,33,123,161
2018-10-09,56,46,5,57,66
2018-10-10,120,42,59,45,86
2018-10-11,81,53,72,71,102
2018-10-12,3,0,2,0,0
2018-10-13,0,0,0,0,0
2018-10-14,3,0,0,2,0
2018-10-15,,49,51,43,41
2018-10-16,0,0,0,,0
2018-10-17,0,0,0,,2
2018-10-18,0,0,,,0
2018-10-19,0,,,,0
2018-10-20,0,10,4,5,10
2018-10-21,0,0,0,0,0
2018-10-22,0,0,0,0,0
2018-10-23,0,0,0,,2
2018-10-24,18,3,12,10,32
2018-10-25,0,0,0,0,0
2018-10-26,0,0,0,,0
2018-10-27,101,66,71,81,101
2018-10-28,88,75,95,58,60
2018-10-29,13,14,20,13,17
2018-10-30,0,0,0,0,0
2018-10-31,85,95,78,80,75
